iter	RMSE
452	32.53231205
453	32.52359555
454	32.51901002
455	32.5133162
456	32.5078589
457	32.49941908
458	32.49109366
459	32.48367703
460	32.47678842
461	32.47046515
462	32.46590325
463	32.45907532
464	32.4526389
465	32.44608312
466	32.42966564
467	32.42195511
468	32.41111609
469	32.40303516
470	32.39510325
471	32.38021548
472	32.37410305
473	32.36887108
474	32.36254264
475	32.35672403
476	32.35231403
477	32.34516424
478	32.3410976
479	32.33726299
480	32.32920864
481	32.32187361
482	32.31437877
483	32.30971622
484	32.29642541
485	32.29002561
486	32.27938411
487	32.27472984
488	32.2654393
489	32.26078873
490	32.25707138
491	32.24995703
492	32.24497857
493	32.24136822
494	32.23463828
495	32.23038566
496	32.22298343
497	32.21534628
498	32.20711208
499	32.20290209
500	32.19544746
501	32.19079269
502	32.18425152
503	32.17549959
504	32.16915547
505	32.15829151
506	32.14935542
507	32.14440607
508	32.1364321
509	32.13223505
510	32.12840161
511	32.12096351
512	32.10975839
513	32.10564794
514	32.10130515
515	32.09497881
516	32.08941449
517	32.08209442
518	32.0758364
519	32.07001821
520	32.06123779
521	32.05625263
522	32.04990718
523	32.0422803
524	32.03703618
525	32.03049104
526	32.02054377
527	32.01726389
528	32.01137501
529	32.00510346
530	31.9999924
531	31.98980116
532	31.98327487
533	31.97858205
534	31.97496045
535	31.97172365
536	31.96574429
537	31.9599839
538	31.95291346
539	31.94979219
540	31.94374409
541	31.93796128
542	31.93158763
543	31.92742112
544	31.92022354
545	31.91599631
546	31.90892273
547	31.90385778
548	31.89618253
549	31.89012966
550	31.88727169
551	31.88386567
552	31.87790568
553	31.87220776
554	31.86729925
555	31.85834306
556	31.85466841
557	31.846973
558	31.84156535
559	31.83587096
560	31.82970515
561	31.82142323
562	31.81325833
563	31.81033992
564	31.80320105
565	31.79626705
566	31.79152437
567	31.7818596
568	31.77655088
569	31.77307822
570	31.76742578
571	31.76309325
572	31.7565587
573	31.75264245
574	31.74501722
575	31.73929969
576	31.73508995
577	31.73013596
578	31.72428628
579	31.72210069
580	31.71566385
581	31.7101798
582	31.70521271
583	31.69959812
584	31.69267183
585	31.68701068
586	31.68061697
587	31.67714251
588	31.67440019
589	31.66731949
590	31.66425599
591	31.65916141
592	31.64886414
593	31.64398655
594	31.63205704
595	31.62782952
596	31.62211759
597	31.61776946
598	31.61246359
599	31.60639153
600	31.5999813
601	31.59616414
602	31.5906251
603	31.58581529
604	31.58042047
605	31.57529626
606	31.56846433
607	31.56262059
608	31.55375361
609	31.54786865
610	31.53951997
611	31.53493442
612	31.52884379
613	31.52426135
614	31.51987871
615	31.51545175
616	31.51111607
617	31.50644303
618	31.49692311
619	31.49322237
620	31.48374553
621	31.47625365
622	31.46968393
623	31.46383363
624	31.45429114
625	31.4508607
626	31.44495885
627	31.4373011
628	31.43334828
629	31.42821795
630	31.42334208
631	31.41909572
632	31.41337458
633	31.4098753
634	31.40227426
635	31.39599797
636	31.3916916
637	31.38788898
638	31.3844377
639	31.37961974
640	31.37355829
641	31.36891382
642	31.36401978
643	31.35852622
644	31.35243029
645	31.34798917
646	31.34536392
647	31.33821531
648	31.33491248
649	31.33086211
650	31.32735321
651	31.32066663
652	31.3159938
653	31.31006917
654	31.30493855
655	31.30043732
656	31.29782731
657	31.29161237
658	31.28705289
659	31.28000553
660	31.27661204
661	31.27174862
662	31.26753836
663	31.26456179
664	31.26155514
665	31.2586309
666	31.25481124
667	31.24760515
668	31.24507797
669	31.23994534
670	31.23422846
671	31.22896339
672	31.22488261
673	31.22093966
674	31.21750143
675	31.21112138
676	31.20449193
677	31.19972109
678	31.19537486
679	31.1901593
680	31.18515159
681	31.18104487
682	31.17439802
683	31.17079964
684	31.16811804
685	31.16423146
686	31.16164861
687	31.15427956
688	31.15004071
689	31.14392337
690	31.13652291
691	31.13101453
692	31.12178351
693	31.11788045
694	31.11514151
695	31.108884
696	31.104635
697	31.10008239
698	31.09515229
699	31.09204721
700	31.08422818
701	31.0813295
702	31.07510384
703	31.06495966
704	31.06226858
705	31.0561809
706	31.05371271
707	31.04941078
708	31.0460693
709	31.04174009
710	31.04019367
711	31.03595147
712	31.03054114
713	31.02373914
714	31.01962009
715	31.01446996
716	31.0105382
717	31.00248137
718	30.99913912
719	30.99568255
720	30.99123331
721	30.98818988
722	30.98401381
723	30.97635812
724	30.97448594
725	30.9712039
726	30.96757059
727	30.96306966
728	30.95953971
729	30.95601246
730	30.95390522
731	30.95052986
732	30.948894
733	30.94637846
734	30.94315928
735	30.93717909
736	30.93328255
737	30.9299007
738	30.92622447
739	30.92304395
740	30.91820908
741	30.9146677
742	30.90996608
743	30.90566134
744	30.90307666
745	30.89908086
746	30.8941306
747	30.88947287
748	30.88485804
749	30.88136356
750	30.87676932
751	30.86707461
752	30.86386336
753	30.85896412
754	30.85487477
755	30.85244484
756	30.84998276
757	30.8430958
758	30.84082568
759	30.83748153
760	30.83381558
761	30.83016747
762	30.82715234
763	30.82025944
764	30.81602145
765	30.81073145
766	30.80598806
767	30.80247157
768	30.79505675
769	30.79270972
770	30.78956658
771	30.78343666
772	30.77929466
773	30.77503965
774	30.7710057
775	30.76617074
776	30.76228737
777	30.7574923
778	30.75241662
779	30.74393229
780	30.73865133
781	30.73584985
782	30.72967334
783	30.7224135
784	30.71755457
785	30.71308589
786	30.71023357
787	30.70675009
788	30.70408318
789	30.69894737
790	30.69452665
791	30.68748322
792	30.68316281
793	30.68126499
794	30.67817447
795	30.67448472
796	30.67015135
797	30.66741817
798	30.66255898
799	30.65960928
800	30.65331535
801	30.64847335
802	30.64495818
803	30.63687808
804	30.6339142
805	30.6305866
806	30.62539084
807	30.62062944
808	30.61774584
809	30.61538652
810	30.61110671
811	30.60713435
812	30.60546769
813	30.60179895
814	30.59505496
815	30.59006053
816	30.58710366
817	30.58415202
818	30.58070196
819	30.57563855
820	30.57239877
821	30.56523618
822	30.56335585
823	30.55831046
824	30.55459529
825	30.54943861
826	30.54398116
827	30.54055323
828	30.53582586
829	30.53141283
830	30.52741309
831	30.52168975
832	30.51850373
833	30.51669296
834	30.5110251
835	30.50662745
836	30.50341788
837	30.49931619
838	30.49547312
839	30.49445466
840	30.4896921
841	30.48597206
842	30.48111725
843	30.47666421
844	30.4732214
845	30.46952106
846	30.46610278
847	30.46065795
848	30.45634064
849	30.45081996
850	30.44743528
851	30.44353266
852	30.4409988
853	30.43823095
854	30.43587629
855	30.43214418
856	30.42958578
857	30.42594838
858	30.42168232
859	30.41847533
860	30.41601437
861	30.41123157
862	30.40690264
863	30.40431188
864	30.40157469
865	30.39497433
866	30.38967303
867	30.38440153
868	30.38128521
869	30.37829068
870	30.37450037
871	30.36913934
872	30.36527999
873	30.3606675
874	30.35836445
875	30.35496941
876	30.35196453
877	30.3476152
878	30.34272623
879	30.33844985
880	30.3328722
881	30.3302566
882	30.32551791
883	30.32278185
884	30.32008415
885	30.31753946
886	30.31254328
887	30.30879487
888	30.30561924
889	30.30182848
890	30.2970827
891	30.29382388
892	30.28912288
893	30.28522937
894	30.27846768
895	30.27445443
896	30.27120756
897	30.26716513
898	30.26461692
899	30.26077836
900	30.25557839
901	30.2514218
902	30.24529245
903	30.24342196
904	30.24067847
905	30.23677883
906	30.23429156
907	30.23117579
908	30.22907753
909	30.22556681
910	30.22014759
911	30.21646458
912	30.21228623
913	30.2088407
914	30.20509718
915	30.19951229
916	30.19526212
917	30.19192719
918	30.18667616
919	30.18283533
920	30.18034845
921	30.17625864
922	30.17386746
923	30.17179326
924	30.16962394
925	30.1668506
926	30.1616634
927	30.15785403
928	30.15388871
929	30.15138655
930	30.14675178
931	30.14327905
932	30.1406125
933	30.1362913
934	30.13331327
935	30.13060614
936	30.12747046
937	30.12409092
938	30.12086129
939	30.11872459
940	30.11556029
941	30.11361606
942	30.10976723
943	30.10621761
944	30.1027591
945	30.09961925
946	30.0947108
947	30.09212153
948	30.08993109
949	30.08676854
950	30.08417406
951	30.08032009
952	30.07721986
953	30.07299547
954	30.07015209
955	30.0631043
956	30.05980172
957	30.05346554
958	30.04650567
959	30.04134657
960	30.036118
961	30.03208221
962	30.02600923
963	30.02046441
964	30.01662437
965	30.0133771
966	30.01176095
967	30.00806478
968	30.00587598
969	30.00121166
970	29.99883988
971	29.9954198
972	29.99209497
973	29.99089247
974	29.9893193
975	29.98218681
976	29.97601148
977	29.97078646
978	29.9681857
979	29.96182618
980	29.95711317
981	29.9515572
982	29.94977751
983	29.94693122
984	29.94018258
985	29.93725462
986	29.93396702
987	29.93070197
988	29.92564131
989	29.92327287
990	29.9192752
991	29.91703691
992	29.91437708
993	29.91205156
994	29.90852614
995	29.90591561
996	29.90403926
997	29.89955658
998	29.89457151
999	29.89069264
